Region,Country,Province,Medicine/Brand Name,Therapeutic Indications,Manufacturer,Batch Lot Number,API,Dosage Form,Drug Registered,Facility Sector,Facility Type,Year,Date Sample Collected,Final Test Result,Type of Test,Reason for Failure,Counterfeit Medicine,Actions Taken on Substandard or Counterfeit Medicine
Asia,Thailand,Bangkok ,Tetra Frx,Antibiotic,"The United Drug (1996) Co., Ltd",808001,Tetracycline,Capsule,Yes,Private,Pharmacy,2008,22/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Bangkok ,Tetracycline,Antibiotic,"General Drugs House Co., Ltd",75239,Tetracycline,Capsule,Yes,Public,Health Clinic,2008,22/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Bangkok ,INH,Anti-tuberculosis,"Atlantic Laboratories Co., Ltd",80103,Isoniazid,Tablet,Yes,Private,Hospital,2008,22/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Bangkok ,Ganospec,Antibiotic,"Picco Pharma Co., Ltd",5104028,Tetracycline,Capsule,Yes,Private,Pharmacy,2008,22/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Bangkok ,Ethambutol,Anti-tuberculosis,GPO,500865,Ethambutol,Tablet,Yes,Public,Health Clinic,2008,22/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Bangkok ,Rifim,Anti-tuberculosis,Siam Pharmaceutical Co.,972254,Rifampicin,Tablet,Yes,Private,Hospital,2008,22/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Bangkok ,PZA,Anti-tuberculosis,"Olic Thailand Co., Ltd",737005,Pyrazinamide,Tablet,Yes,Private,Hospital,2008,22/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Bangkok ,Chloroquine,Antimalarial,"Burapha Dispensary Co, Ltd",18124,Chloroquine,Tablet,Yes,Private,Hospital,2008,22/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Bangkok ,Lamivir,Antiretroviral,GPO,w 510126,Lamivudine,Tablet,Yes,Private,Hospital,2008,22/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Bangkok ,Tobutol,Anti-tuberculosis,"General Drugs House Co., Ltd",70389,Ethambutol,Tablet,Yes,Private,Hospital,2008,22/08/2008,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Chloroquine,Antimalarial,"Nanjing Beijing Yu Pharmaceutical Co., Ltd",ATC06002,Chloroquine,Tablet,Unknown,Unknown,Pharmacy,2008,24/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,MeQuin,Antimalarial,"Atlantic Laboratories Co., Ltd",50339,Mefloquine ,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Artesunate,Antimalarial,"Atlantic Laboratories Co., Ltd",60207,Artesunate,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Primaquine,Antimalarial,GPO,s 490225,Primaquine,Tablet,Yes,Public,Hospital,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Quinine S,Antimalarial,"Utopian Co., Ltd",61007,Quinine ,Tablet,Yes,Private,Pharmacy,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Artesunate,Antimalarial,"Atlantic Laboratories Co., Ltd",51203,Artesunate,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Artesunate,Antimalarial,"Atlantic Laboratories Co., Ltd",ZA070802,Artesunate,Oral Solution,Yes,Public,Hospital,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Primaquine,Antimalarial,GPO,s 500990,Primaquine,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,MeQuin,Antimalarial,"Atlantic Laboratories Co., Ltd",50001,Mefloquine ,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Primaquine,Antimalarial,GPO,s 490225,Primaquine,Tablet,Yes,Public,Hospital,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Primaquine,Antimalarial,GPO,s 500990,Primaquine,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Quinine Sulfate,Antimalarial,GPO,F490660,Quinine ,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Artesunate,Antimalarial,"Atlantic Laboratories Co., Ltd",60207,Artesunate,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Primaquine,Antimalarial,GPO,L 500990,Primaquine,Tablet,Yes,Public,Hospital,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Primaquine,Antimalarial,GPO,Missing,Primaquine,Tablet,Yes,Public,Hospital,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,MeQuin,Antimalarial,"Atlantic Laboratories Co., Ltd",50001,Mefloquine ,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Artesunate,Antimalarial,"Atlantic Laboratories Co., Ltd",51203,Artesunate,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Primaquine,Antimalarial,GPO,s 490225,Primaquine,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Artesunate,Antimalarial,"Atlantic Laboratories Co., Ltd",60207,Artesunate,Tablet,Yes,Public,Hospital,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Artesunate,Antimalarial,"Atlantic Laboratories Co., Ltd",51203,Artesunate,Tablet,Yes,Public,Hospital,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Primaquine,Antimalarial,GPO,s  500128,Primaquine,Tablet,Yes,Private,Pharmacy,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Primaquine,Antimalarial,GPO,l 500990,Primaquine,Tablet,Yes,Public,Hospital,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,MeQuin,Antimalarial,"Atlantic Laboratories Co., Ltd",50001,Mefloquine ,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Primaquine,Antimalarial,GPO,s 490101,Primaquine,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Artesunate,Antimalarial,"Atlantic Laboratories Co., Ltd",51203,Artesunate,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,MeQuin,Antimalarial,"Atlantic Laboratories Co., Ltd",50339,Mefloquine ,Tablet,Yes,Public,Hospital,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Artesunate,Antimalarial,"Atlantic Laboratories Co., Ltd",60801,Artesunate,Tablet,Yes,Public,Hospital,2008,27/08/2008,Fail,Screening,N/A,No,Unknown
Asia,Thailand,Chanthaburi,Primaquine,Antimalarial,GPO,s 490101,Primaquine,Tablet,Yes,Public,Hospital,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Primaquine,Antimalarial,GPO,Missing,Primaquine,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,MeQuin,Antimalarial,"Atlantic Laboratories Co., Ltd",50001,Mefloquine ,Tablet,Yes,Public,Hospital,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Artesunate,Antimalarial,"Atlantic Laboratories Co., Ltd",51203,Artesunate,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Primaquine,Antimalarial,GPO,s 500990,Primaquine,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Artesunate,Antimalarial,"Atlantic Laboratories Co., Ltd",60207,Artesunate,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,MeQuin,Antimalarial,"Atlantic Laboratories Co., Ltd",60118,Mefloquine ,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,MeQuin,Antimalarial,"Atlantic Laboratories Co., Ltd",60155,Mefloquine ,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Primaquine,Antimalarial,GPO,s 490225,Primaquine,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Artesunate,Antimalarial,"Atlantic Laboratories Co., Ltd",51203,Artesunate,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,MeQuin,Antimalarial,"Atlantic Laboratories Co., Ltd",60118,Mefloquine ,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Primaquine,Antimalarial,GPO,s 490225,Primaquine,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,MeQuin,Antimalarial,"Atlantic Laboratories Co., Ltd",70231,Mefloquine ,Tablet,Yes,Public,Hospital,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Artesunate,Antimalarial,"Atlantic Laboratories Co., Ltd",70806,Artesunate,Tablet,Yes,Public,Hospital,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Primaquine,Antimalarial,GPO,s 490101,Primaquine,Tablet,Yes,Public,Hospital,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,GPO,A 510040,Chloroquine,Tablet,Yes,Public,Health Clinic,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,MeQuin,Antimalarial,"Atlantic Laboratories Co., Ltd",60118,Mefloquine ,Tablet,Yes,Public,Hospital,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Primaquine,Antimalarial,GPO,s 490225,Primaquine,Tablet,Yes,Public,Hospital,2008,27/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,GPO,A 500987,Chloroquine,Tablet,Yes,Public,Hospital,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Tetraman,Antimalarial,T Man Pharma Ltd. Part.,1525005,Tetracycline,Capsule,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,"March Pharmaceutical Co., Ltd",Tco 2K04,Chloroquine,Tablet,Yes,Public,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Tetracyclin,Antimalarial,Osoth Inter Laboratories,GE 02,Tetracycline,Capsule,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,GPO,A 501593,Chloroquine,Tablet,Yes,Public,Hospital,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Quinine Sulfate,Antimalarial,GPO,490659,Quinine ,Tablet,Yes,Public,Hospital,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,"Burapha Dispensary Co, Ltd",18113,Chloroquine,Tablet,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,GPO,A 492051,Chloroquine,Tablet,Yes,Public,Hospital,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,"Acdhon Co., Ltd",A 491465,Chloroquine,Tablet,Yes,Unknown,Hospital,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Tetracyclin,Antimalarial,"Asian Union Laboratories Co., Ltd",4912060,Tetracycline,Capsule,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,"Acdhon Co., Ltd",T9397,Chloroquine,Tablet,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Tetracyclin,Antimalarial,HK Pharmaceutical,49467,Tetracycline,Capsule,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,GPO,A 510817,Chloroquine,Tablet,Yes,Public,Hospital,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Quinine S,Antimalarial,"Utopian Co., Ltd",L010108,Quinine ,Tablet,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,GPO,A 500984,Chloroquine,Tablet,Yes,Public,Health Clinic,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,"Acdhon Co., Ltd",T 9035,Chloroquine,Tablet,Yes,Public,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Tetexcin,Antimalarial,"Bukaloe Trading Co., Ltd",A 71202,Tetracycline,Capsule,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,"Acdhon Co., Ltd",T9035,Chloroquine,Tablet,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Tetraman,Antimalarial,T Man Pharma Ltd. Part.,1525101,Tetracycline,Capsule,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Nitaquine,Antimalarial,"Utopian Co., Ltd",-,Chloroquine,Tablet,Yes,Public,Health Clinic,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,GPO,A501961,Chloroquine,Tablet,Yes,Public,Hospital,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,"Burapha Dispensary Co, Ltd",18126,Chloroquine,Tablet,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,GPO,A 510703,Chloroquine,Tablet,Yes,Public,Hospital,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Tetra Frx,Antimalarial,"The United Drug (1996) Co., Ltd",808004,Tetracycline,Capsule,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,TC Mycin,Antimalarial,Vesco Pharmaceutical Ltd Part,1276 A,Tetracycline,Capsule,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Nitaquine,Antimalarial,"Utopian Co., Ltd",40805,Chloroquine,Tablet,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Tetra Frx,Antimalarial,"The United Drug (1996) Co., Ltd",808005,Tetracycline,Capsule,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Nitaquine,Antimalarial,"Utopian Co., Ltd",Missing,Chloroquine,Tablet,Yes,Public,Health Clinic,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Nitaquine,Antimalarial,"Utopian Co., Ltd",A 500984,Chloroquine,Tablet,Yes,Public,Health Clinic,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,GPO,A 510608,Chloroquine,Tablet,Yes,Public,Hospital,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,N.L. Mycin,Antimalarial,New Life Pharma,106055,Tetracycline,Capsule,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,GPO,A 510570,Chloroquine,Tablet,Yes,Public,Hospital,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Tetracyclin,Antimalarial,Vesco Pharmaceutical Ltd Part,149015,Tetracycline,Capsule,Yes,Public,Hospital,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,GPO,A 500904,Chloroquine,Tablet,Yes,Public,Health Clinic,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,GPO,A 510617,Chloroquine,Tablet,Yes,Public,Hospital,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Tetra Frx,Antimalarial,"The United Drug (1996) Co., Ltd",.-,Tetracycline,Capsule,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,GPO,A 500659,Chloroquine,Tablet,Yes,Public,Health Clinic,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Nitaquine,Antimalarial,"Utopian Co., Ltd",10207,Chloroquine,Tablet,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,GPO,A 500660,Chloroquine,Tablet,Yes,Public,Health Clinic,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Tetra Frx,Antimalarial,"The United Drug (1996) Co., Ltd",808005,Tetracycline,Capsule,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,"Burapha Dispensary Co, Ltd",18111,Chloroquine,Tablet,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Tetracyclin,Antimalarial,Lachmann Co.,71869,Tetracycline,Capsule,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,Lamthong Medical Ltd.,CC 02K01,Chloroquine,Tablet,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Quinine S,Antimalarial,"Utopian Co., Ltd",10108,Quinine ,Tablet,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Chloroquine Phosphate,Antimalarial,"Acdhon Co., Ltd",T9397,Chloroquine,Tablet,Yes,Private,Pharmacy,2008,28/08/2008,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Stung Treng,AMPI-MS,Antibiotic,Medical Supply Pharmaceutical Enteprise,6858,Ampicillin,Capsule,Unknown,Unknown,Pharmacy,2008,29/08/2008,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Stung Treng,Artesunate,Antimalarial,Mission Pharma,10806,Artesunate,Tablet,Unknown,Unknown,Unknown,2008,29/08/2008,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Stung Treng,Chloroquine,Antimalarial,"Utopian Co., Ltd",10207,Chloroquine,Tablet,Unknown,Unknown,Unknown,2008,29/08/2008,Fail,Screening,Missing,No,Unknown
Asia,Cambodia,Stung Treng,Nitaquine,Antimalarial,"Utopian Co., Ltd",01-0208,Chloroquine,Tablet,Unknown,Unknown,Pharmacy,2008,29/08/2008,Fail,Screening,Missing,No,Unknown
Asia,Cambodia,Stung Treng,Ampillin,Antibiotic,Lyka Labs,TL-108E,Ampicillin,Capsule,Unknown,Unknown,Pharmacy,2008,29/08/2008,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Stung Treng,Umoxil,Antibiotic,Umedica Laboratories PVT. Ltd,AD 801,Amoxicillin,Capsule,Unknown,Unknown,Pharmacy,2008,30/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Nong Khai,Heromycin,Antibiotic,"Heromycin Pharma Co., Ltd",510116,Tetracycline,Tablet,Yes,Public,Pharmacy,2008,30/08/2008,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Stung Treng,Amox-MS,Antibiotic,Medical Supply Pharmaceutical Enteprise,6852,Amoxicillin,Capsule,Unknown,Unknown,Pharmacy,2008,30/08/2008,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Stung Treng,Artesunate,Antimalarial,Medical Supply Pharmaceutical Enteprise,LT 80036,Artesunate,Tablet,Unknown,Unknown,Pharmacy,2008,30/08/2008,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Stung Treng,Tetra CMP,Antimalarial,"Chea Chamnan Laboratories Co., Ltd",80401,Tetracycline,Capsule,Unknown,Unknown,Pharmacy,2008,30/08/2008,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Stung Treng,Tetracycline,Antimalarial,Vesco Pharmaceutical Ltd Part,149018,Tetracycline,Capsule,Unknown,Unknown,Pharmacy,2008,30/08/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Nong Khai,Metrolex,Antibiotic,Siam Pharmaceutical Co.,979040,Metronidazole ,Tablet,Yes,Public,Pharmacy,2008,30/08/2008,Fail,Screening,Disintegration Time,No,Unknown
Asia,Thailand,Chanthaburi,Tetracyclin,Antimalarial,"Asian Union Laboratories Co., Ltd",5103002,Tetracycline,Capsule,Yes,Private,Pharmacy,2008,03/09/2008,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Stung Treng,Cotrim,Antibiotic,EPHAC Laboratories Ltd,81036,"Trimethoprim, Sulfamethoxazole",Tablet,Unknown,Unknown,Pharmacy,2008,05/09/2008,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Stung Treng,Bisepton,Antibiotic,Flamingo Pharmaceuticals Ltd,345,"Sulfamethoxazole, Trimethoprim",Tablet,Unknown,Unknown,Pharmacy,2008,05/09/2008,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Stung Treng,Chloramphenicol,Antibiotic,PPM Laboratory,2271,Chloramphenicol,Capsule,Unknown,Unknown,Pharmacy,2008,05/09/2008,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Stung Treng,Microflox,Antibiotic,Micro Labs Ltd,MX12,Ciprofloxacin,Tablet,Unknown,Unknown,Pharmacy,2008,05/09/2008,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Stung Treng,Chloramphenicol,Antibiotic,Medical Supply Pharmaceutical Enteprise,80607,Chloramphenicol,Capsule,Unknown,Unknown,Pharmacy,2008,05/09/2008,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Stung Treng,Ecoflox,Antibiotic,Medley Pharmaceuticals Ltd,D70506,Ciprofloxacin,Tablet,Unknown,Unknown,Pharmacy,2008,05/09/2008,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Stung Treng,Cloxacap,Antibiotic,Hovid BHD,AH11173,Cloxacillin,Capsule,Unknown,Unknown,Pharmacy,2008,05/09/2008,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Stung Treng,Cefaxin,Antibiotic,Lyka Labs,TL-119E,Cephalexin,Capsule,Unknown,Unknown,Pharmacy,2008,05/09/2008,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Stung Treng,Lexin,Antibiotic,Flamingo Pharmaceuticals Ltd,186,Cephalexin,Tablet,Unknown,Unknown,Pharmacy,2008,05/09/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Tetracyclin,Antimalarial,"Asian Union Laboratories Co., Ltd",5103020,Tetracycline,Capsule,Yes,Private,Pharmacy,2008,06/09/2008,Pass,Screening,N/A,No,N/A
South America,Guyana,Region 9,Primacip,Antimalarial,Cipla Ltd,DH7147,Primaquine,Tablet,Yes,Unknown,Unknown,2008,16/09/2008,Pass,Screening,N/A,No,N/A
South America,Guyana,Region 9,Coartem,Antimalarial,Novartis,FO759,"Lumefantrine, Artemether",Tablet,Yes,Unknown,Unknown,2008,17/09/2008,Pass,Screening,N/A,No,N/A
South America,Guyana,Region 9,Eloquine,Antimalarial,Medochemie Ltd,E9C055,Mefloquine ,Tablet,Yes,Unknown,Unknown,2008,17/09/2008,Pass,Screening,N/A,No,N/A
South America,Guyana,Region 9,Eloquine,Antimalarial,Medochemie Ltd,E9C055,Mefloquine ,Tablet,Yes,Unknown,Unknown,2008,17/09/2008,Pass,Screening,N/A,No,N/A
South America,Guyana,Region 9,Eloquine,Antimalarial,Medochemie Ltd,E9C055,Mefloquine ,Tablet,Yes,Unknown,Health Clinic,2008,17/09/2008,Pass,Screening,N/A,No,N/A
South America,Guyana,Region 9,Coartem,Antimalarial,Novartis,FO759,"Lumefantrine, Artemether",Tablet,Yes,Unknown,Unknown,2008,18/09/2008,Pass,Screening,N/A,No,N/A
South America,Guyana,Region 9,Primacip,Antimalarial,Cipla Ltd,DH7147,Primaquine,Tablet,Yes,Unknown,Unknown,2008,18/09/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Quinine S,Antimalarial,"Utopian Co., Ltd",61007,Quinine ,Tablet,Yes,Private,Pharmacy,2008,22/09/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Quinine Dihydrochloride,Antimalarial,GPO,s500009,Quinine ,Oral Solution,Yes,Public,Hospital,2008,22/09/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Quinine Sulphate,Antimalarial,GPO,F500597,Quinine ,Tablet,Yes,Public,Hospital,2008,22/09/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Quinine Dihydrochloride,Antimalarial,ANB Laboratories,474500,Quinine ,Oral Solution,Yes,Public,Hospital,2008,22/09/2008,Pass,Screening,N/A,No,N/A
Asia,Thailand,Chanthaburi,Quinine Dihydrochloride,Antimalarial,GPO,S490126,Quinine ,Oral Solution,Yes,Public,Hospital,2008,22/09/2008,Pass,Screening,N/A,No,N/A
